NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
827,대구광역시 수성구 시지동,141-5,141,5,은세계,월세,84.46,202504,23,"3,000",70,11,1993,달구벌대로 3081,202506~202606,신규,-,,,아파트
828,대구광역시 수성구 파동,240,240,0,대자연맨션2차,전세,84.925,202504,23,"13,000",0,4,1988,파동로 84,202504~202704,갱신,-,"18,000",0,아파트
829,대구광역시 수성구 만촌동,1489,1489,0,만촌자이르네,월세,84.8723,202504,23,"5,000",200,15,2023,교학로19길 19,202506~202706,신규,-,,,아파트
830,대구광역시 수성구 신매동,579,579,0,천마타운,전세,84.99,202504,23,"21,000",0,5,1994,신매로 71,202511~202711,신규,-,,,아파트
831,대구광역시 수성구 파동,27-17,27,17,수성더팰리스푸르지오더샵,월세,59.776,202504,23,"2,000",85,18,2023,파동로 188,202505~202705,신규,-,,,아파트
832,대구광역시 수성구 수성동4가,1090-7,1090,7,우방사랑마을,전세,84.98,202504,23,"25,000",0,2,1996,달구벌대로 2317,202506~202706,신규,-,,,아파트
833,대구광역시 수성구 범어동,63-100,63,100,효성백년가약궁,월세,139.898,202504,23,"5,000",180,14,2006,청호로 466,202506~202706,신규,-,,,아파트
834,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,월세,70.2513,202504,23,"3,000",120,11,2021,청솔로14길 15,202506~202706,신규,-,,,아파트
835,대구광역시 수성구 범물동,697-1,697,1,보성송정타운,전세,59.96,202504,23,"11,000",0,3,1995,지범로46길 43,202505~202705,신규,-,,,아파트
836,대구광역시 수성구 범물동,697-1,697,1,보성송정타운,전세,59.96,202504,23,"11,000",0,3,1995,지범로46길 43,202505~202705,신규,-,,,아파트
837,대구광역시 수성구 파동,153,153,0,대자연맨션1차,전세,63.79,202504,23,"8,500",0,3,1987,파동로 120,202505~202705,갱신,사용,"11,000",0,아파트
838,대구광역시 수성구 범물동,1336,1336,0,범물한라창신태성맨션,월세,84.85,202504,23,"2,000",85,13,1992,용학로 272,202506~202706,신규,-,,,아파트
839,대구광역시 수성구 범물동,1332,1332,0,"범물에덴,신화아파트",전세,83.46,202504,23,"14,000",0,2,1992,지범로40길 6,202505~202705,신규,-,,,아파트
840,대구광역시 수성구 시지동,499,499,0,노변다숲,전세,53.3225,202504,23,"12,500",0,5,1996,노변공원로 34,202505~202705,갱신,사용,"12,500",0,아파트
841,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,전세,113.995,202504,23,"47,000",0,12,2024,지산로3길 33,202507~202707,갱신,사용,"45,000",0,아파트
842,대구광역시 수성구 만촌동,1479,1479,0,만촌3차화성파크드림,전세,84.98,202504,22,"43,000",0,13,2016,교학로 13,202506~202801,신규,-,,,아파트
843,대구광역시 수성구 욱수동,185-1,185,1,태왕4하이츠,월세,79.8548,202504,22,"2,000",75,18,2004,욱수천로 27,202505~202705,신규,-,,,아파트
844,대구광역시 수성구 만촌동,245,245,0,럭키골든,전세,77.7,202504,22,"9,000",0,2,1985,효행로 24,202505~202705,신규,-,,,아파트
845,대구광역시 수성구 범어동,792-43,792,43,범어역아이위시,월세,27.527,202504,22,300,50,8,2013,동대구로59길 14-19,202504~202604,신규,-,,,아파트
846,대구광역시 수성구 지산동,1272-2,1272,2,에덴타운,월세,84.86,202504,22,"1,000",70,8,1991,용학로 223,202505~202605,갱신,-,"1,000",80,아파트
847,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,전세,112.0328,202504,22,"70,000",0,26,2021,청솔로14길 15,202507~202706,신규,-,,,아파트
848,대구광역시 수성구 만촌동,995-1,995,1,만촌태왕리더스,월세,59.9284,202504,22,"2,000",70,9,2004,무열로 47,202505~202705,신규,-,,,아파트
849,대구광역시 수성구 범물동,1372,1372,0,청아타운,월세,134.73,202504,22,"2,000",100,12,1992,범안로 40,202505~202705,신규,-,,,아파트
850,대구광역시 수성구 수성동1가,105-5,105,5,수성영남,전세,29.995,202504,22,"9,500",0,4,2000,달구벌대로456길 43,202505~202705,갱신,-,"9,000",0,아파트
851,대구광역시 수성구 지산동,1275,1275,0,지산한라타운,전세,59.85,202504,22,"15,000",0,10,1991,지범로22길 9,202505~202705,신규,-,,,아파트
852,대구광역시 수성구 지산동,1288,1288,0,지산타운,월세,40.58,202504,22,"1,000",37,10,1991,용학로 303,202505~202704,신규,-,,,아파트
853,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,월세,84.9397,202504,22,"3,000",130,8,2024,지산로3길 33,202506~202706,신규,-,,,아파트
854,대구광역시 수성구 파동,1009,1009,0,수성해모로하이엔,월세,59.2388,202504,21,"2,000",85,10,2024,파동로 47,202504~202704,신규,-,,,아파트
855,대구광역시 수성구 범물동,1269,1269,0,범물보성2차,월세,84.99,202504,21,"2,000",80,13,1992,용학로 316,202505~202705,신규,-,,,아파트
856,대구광역시 수성구 중동,655,655,0,수성센트럴화성파크드림,월세,84.833,202504,21,"4,000",140,20,2023,수성로 180,202506~202706,신규,-,,,아파트
857,대구광역시 수성구 두산동,999,999,0,수성레이크푸르지오,전세,84.9717,202504,21,"35,000",0,30,2022,청수로24길 91,202505~202705,신규,-,,,아파트
858,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,전세,84.92,202504,21,"23,000",0,6,1997,교학로11길 46,202507~202707,신규,-,,,아파트
859,대구광역시 수성구 사월동,650,650,0,시지3차서한이다음,전세,84.95,202504,21,"25,200",0,15,2018,달구벌대로669길 20-20,202504~202704,갱신,사용,"24,000",0,아파트
860,대구광역시 수성구 사월동,650,650,0,시지3차서한이다음,전세,84.95,202504,21,"25,200",0,15,2018,달구벌대로669길 20-20,202504~202704,갱신,사용,"24,000",0,아파트
861,대구광역시 수성구 두산동,85,85,0,호반써밋수성,월세,42.0245,202504,21,"1,000",80,8,2024,청수로24길 71,202504~202704,신규,-,,,아파트
862,대구광역시 수성구 범어동,산103,103,0,장원맨션,전세,121.34,202504,21,"40,000",0,2,1988,청호로 370,202506~202706,신규,-,,,아파트
863,대구광역시 수성구 시지동,28,28,0,시지태왕아너스,전세,84.8819,202504,21,"21,000",0,20,2007,천을로 91,202507~202707,신규,-,,,아파트
864,대구광역시 수성구 시지동,349,349,0,청구전원타운,월세,116.67,202504,21,500,60,4,1990,시지로 45,202504~202510,신규,-,,,아파트
865,대구광역시 수성구 시지동,486,486,0,노변청구,전세,59.99,202504,21,"15,000",0,7,1996,시지로 21,202507~202707,신규,-,,,아파트
866,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,월세,75.9022,202504,21,"24,000",20,8,2024,지산로3길 33,202506~202706,신규,-,,,아파트
867,대구광역시 수성구 황금동,Jan-99,99,1,태왕아너스,전세,98.5991,202504,21,"55,000",0,6,2004,청호로 345,202506~202706,신규,-,,,아파트
868,대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,전세,84.93,202504,21,"27,000",0,20,2003,동원로 100,202506~202706,신규,-,,,아파트
869,대구광역시 수성구 파동,27-17,27,17,수성더팰리스푸르지오더샵,월세,84.9516,202504,21,"5,000",95,12,2023,파동로 188,202505~202705,신규,-,,,아파트
870,대구광역시 수성구 황금동,365,365,0,캐슬골드파크3단지,월세,59.98,202504,21,"2,000",80,3,2006,청수로 257,202505~202605,신규,-,,,아파트
871,대구광역시 수성구 범물동,1336,1336,0,범물한라창신태성맨션,전세,84.85,202504,21,"16,000",0,17,1992,용학로 272,202505~202705,신규,-,,,아파트
872,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,월세,84.974,202504,20,"5,000",155,4,2019,교학로 65,202508~202707,신규,-,,,아파트
873,대구광역시 수성구 범물동,1403,1403,0,더트루엘수성,월세,84.8334,202504,20,"2,800",110,8,2022,지범로52길 5-6,202505~202705,신규,-,,,아파트
874,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,전세,84.941,202504,20,"40,000",0,21,2021,청솔로14길 15,202506~202706,신규,-,,,아파트
875,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,전세,59.98,202504,20,"22,000",0,11,2006,청수로 214,202505~202705,신규,-,,,아파트
876,대구광역시 수성구 시지동,498,498,0,고산노변타운,전세,59.75,202504,20,"14,000",0,10,1996,시지로 55,202506~202706,신규,-,,,아파트
877,대구광역시 수성구 만촌동,1032-1,1032,1,힐스테이트만촌역,월세,65.7254,202504,20,"5,000",140,23,2024,달구벌대로 2567,202506~202706,신규,-,,,아파트
878,대구광역시 수성구 범어동,Jun-88,88,6,범어청구하이츠,전세,134.99,202504,20,"48,000",0,3,2000,청호로84안길 2,202506~202706,신규,-,,,아파트
879,대구광역시 수성구 범어동,808,808,0,범어쌍용예가,월세,115.2158,202504,20,"15,000",160,12,2009,명덕로 477,202507~202707,신규,-,,,아파트
880,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,전세,59.98,202504,20,"22,000",0,11,2006,청수로 214,202505~202705,신규,-,,,아파트
881,대구광역시 수성구 수성동4가,1090-5,1090,5,쌍용화성,전세,84.9,202504,20,"25,000",0,13,1996,수성로 411,202505~202705,신규,-,,,아파트
882,대구광역시 수성구 만촌동,1032-1,1032,1,힐스테이트만촌역,월세,84.7518,202504,20,"5,000",160,7,2024,달구벌대로 2567,202506~202706,신규,-,,,아파트
883,대구광역시 수성구 수성동4가,1090-5,1090,5,쌍용화성,전세,84.9,202504,20,"25,000",0,13,1996,수성로 411,202505~202705,신규,-,,,아파트
884,대구광역시 수성구 시지동,41,41,0,시지월드메르디앙,월세,59.9598,202504,20,"2,000",70,15,2009,천을로 70,202504~202704,신규,-,,,아파트
885,대구광역시 수성구 황금동,365,365,0,캐슬골드파크3단지,전세,138.82,202504,19,"45,000",0,17,2006,청수로 257,202506~202706,신규,-,,,아파트
886,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,전세,75.9022,202504,19,"34,000",0,27,2024,지산로3길 33,202506~202706,신규,-,,,아파트
887,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,전세,59.9949,202504,19,"27,000",0,8,2021,알파시티2로 96,202507~202707,신규,-,,,아파트
888,대구광역시 수성구 매호동,1331,1331,0,하나타운,전세,49.92,202504,19,"9,500",0,15,1995,고산로 123,202505~202705,신규,-,,,아파트
889,대구광역시 수성구 매호동,1331,1331,0,하나타운,월세,49.92,202504,19,"1,000",43,11,1995,고산로 123,202505~202705,신규,-,,,아파트
890,대구광역시 수성구 만촌동,1497,1497,0,만촌역태왕디아너스,월세,84.9818,202504,19,"5,000",160,15,2024,달구벌대로 2599,202508~202708,신규,-,,,아파트
891,대구광역시 수성구 범어동,320,320,0,경남타운,월세,115.635,202504,19,"5,000",150,6,1982,범어로 27,202505~202605,신규,-,,,아파트
892,대구광역시 수성구 범어동,2291,2291,0,수성범어W,전세,84.9911,202504,19,"61,000",0,29,2023,달구벌대로 2436,202507~202707,신규,-,,,아파트
893,대구광역시 수성구 만촌동,1032-1,1032,1,힐스테이트만촌역,월세,84.8649,202504,19,"5,000",180,12,2024,달구벌대로 2567,202505~202705,신규,-,,,아파트
894,대구광역시 수성구 시지동,498,498,0,고산노변타운,전세,59.75,202504,19,"14,000",0,3,1996,시지로 55,202505~202705,신규,-,,,아파트
895,대구광역시 수성구 신매동,570,570,0,시지삼주한라협화,월세,59.88,202504,19,"1,000",50,6,1994,신매로 91,202504~202704,갱신,사용,"1,000",57,아파트
896,대구광역시 수성구 신매동,46,46,0,사월화성파크드림(2단지),전세,84.9999,202504,19,"26,000",0,15,2006,달구벌대로 3304-1,202504~202704,갱신,사용,"32,000",0,아파트
897,대구광역시 수성구 파동,153,153,0,대자연맨션1차,월세,84.9,202504,19,"1,000",40,5,1987,파동로 120,202505~202705,신규,-,,,아파트
898,대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,월세,107.9,202504,19,"3,000",120,2,2003,동원로 123,202505~202705,신규,-,,,아파트
899,대구광역시 수성구 만촌동,산382-3,382,3,성좌B,월세,52.6775,202504,19,"2,000",30,2,1981,달구벌대로530길 48,202505~202705,신규,-,,,아파트
900,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,전세,49.21,202504,19,"17,000",0,20,1996,수성로 412,202504~202704,신규,-,,,아파트
901,대구광역시 수성구 범어동,2261,2261,0,범어센트레빌,전세,84.9593,202504,19,"56,000",0,10,2020,청호로 401,202507~202707,신규,-,,,아파트
902,대구광역시 수성구 만촌동,1429,1429,0,메트로팔레스3,월세,84.93,202504,19,"3,000",100,9,2003,동원로 110,202505~202705,신규,-,,,아파트
903,대구광역시 수성구 시지동,41,41,0,시지월드메르디앙,전세,71.6206,202504,19,"24,000",0,3,2009,천을로 70,202505~202705,신규,-,,,아파트
904,대구광역시 수성구 범어동,2248,2248,0,범어라온프라이빗,월세,84.9704,202504,19,"5,000",140,12,2016,동대구로55길 11,202507~202707,신규,-,,,아파트
905,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,전세,84.9094,202504,19,"31,000",0,14,2018,청수로 274,202506~202706,갱신,사용,"30,000",0,아파트
906,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,전세,84.9258,202504,19,"31,000",0,9,2018,청수로 274,202505~202705,갱신,-,"31,000",0,아파트
907,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,전세,84.955,202504,19,"50,000",0,26,2019,상록로 15,202507~202707,신규,-,,,아파트
908,대구광역시 수성구 지산동,1234-1,1234,1,지산2단지,월세,54.12,202504,19,"5,000",20,11,1991,지산로 5,202505~202705,신규,-,,,아파트
909,대구광역시 수성구 시지동,486,486,0,노변청구,월세,59.99,202504,19,500,50,1,1996,시지로 21,202505~202605,신규,-,,,아파트
910,대구광역시 수성구 시지동,486,486,0,노변청구,전세,59.99,202504,19,"14,000",0,7,1996,시지로 21,202506~202706,신규,-,,,아파트
911,대구광역시 수성구 만촌동,811-49,811,49,만촌한화꿈에그린,전세,84.892,202504,19,"33,000",0,7,2006,교학로7길 77,202506~202706,신규,-,,,아파트
912,대구광역시 수성구 신매동,30-5,30,5,시지효성백년가약1단지,전세,100.364,202504,19,"37,000",0,7,2008,달구벌대로 3280,202506~202706,신규,-,,,아파트
913,대구광역시 수성구 중동,655,655,0,수성센트럴화성파크드림,전세,84.833,202504,19,"35,000",0,12,2023,수성로 180,202506~202706,신규,-,,,아파트
914,대구광역시 수성구 신매동,246,246,0,신매우방타운,전세,35.7,202504,19,"8,500",0,15,1997,달구벌대로651길 33,-,-,-,,,아파트
915,대구광역시 수성구 신매동,246,246,0,신매우방타운,전세,35.7,202504,19,"8,500",0,15,1997,달구벌대로651길 33,202504~202704,신규,-,,,아파트
916,대구광역시 수성구 범어동,2250,2250,0,범어효성해링턴플레이스,전세,84.991,202504,19,"45,000",0,18,2018,청호로 433,202506~202706,신규,-,,,아파트
917,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,월세,84.974,202504,18,"5,000",150,9,2019,교학로 65,202507~202801,신규,-,,,아파트
918,대구광역시 수성구 범어동,2030,2030,0,래미안수성,월세,134.568,202504,18,"3,000",170,10,2008,상록로 69,202505~202705,신규,-,,,아파트
919,대구광역시 수성구 매호동,1324,1324,0,두레타운,월세,39.9,202504,18,"2,000",30,5,1995,천을로 131,202505~202705,신규,-,,,아파트
920,대구광역시 수성구 만촌동,860,860,0,우방금탑,전세,67.15,202504,18,"16,000",0,1,1986,교학로 3,202504~202704,신규,-,,,아파트
921,대구광역시 수성구 범어동,808,808,0,범어쌍용예가,전세,112.0826,202504,18,"53,000",0,3,2009,명덕로 477,202507~202707,신규,-,,,아파트
922,대구광역시 수성구 시지동,498,498,0,고산노변타운,전세,59.75,202504,18,"14,000",0,14,1996,시지로 55,202504~202704,신규,-,,,아파트
923,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,월세,84.9362,202504,18,"3,000",130,16,2024,지산로3길 33,202504~202704,신규,-,,,아파트
924,대구광역시 수성구 사월동,650,650,0,시지3차서한이다음,전세,98.17,202504,18,"33,000",0,15,2018,달구벌대로669길 20-20,202506~202706,신규,-,,,아파트
925,대구광역시 수성구 매호동,1331,1331,0,하나타운,전세,49.92,202504,18,"11,000",0,11,1995,고산로 123,202506~202706,신규,-,,,아파트
926,대구광역시 수성구 수성동1가,649-17,649,17,삼환,전세,88.23,202504,18,"14,000",0,10,1979,신천동로 288,202507~202707,신규,-,,,아파트
